,id,Locality,Postcode,Street,Number,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,TerraceArea,Garden,Garden area,Surface of the land,Surface area of the plot of land,Number of facades, Swimming pool,State of the building
875,10348987,Knokke,8300,Sparrendreef ,80,APARTMENT,PENTHOUSE,2195000,FOR_SALE,2,128.0,No,Yes,No,Yes,8.0,No,,,No info,2,No,AS_NEW
876,10438282,Knokke,8300,Albert plein ,6,APARTMENT,APARTMENT,2200000,FOR_SALE,3,126.0,No,No,No,Yes,,No,,No info,No info,2,No,AS_NEW
877,10010241,Knokke,8300,Albert plein ,6,APARTMENT,PENTHOUSE,2250000,FOR_SALE,2,111.0,No,Yes,No,Yes,90.0,No,,No info,No info,2,No,GOOD
878,10472412,Knokke - Heist,8300,Albert plein ,10,APARTMENT,APARTMENT,3795000,FOR_SALE,4,240.0,No,Yes,No,Yes,,No,,,No info,3,No,AS_NEW
879,10659558,Nandrin,4550,Route du Condroz ,151,APARTMENT,APARTMENT,169000,FOR_SALE,2,82.0,No,No,,No,,Yes,530.0,No info,No info,3,No,GOOD
880,10658618,Woluwe-Saint-Pierre,1150,Parvis Sainte-Alix ,37,APARTMENT,APARTMENT,225000,FOR_SALE,1,64.0,No,Yes,No,Yes,8.0,No,,No info,No info,2,No,TO_BE_DONE_UP
881,10678926,Lede,9340,Hoogstraat ,20,APARTMENT,GROUND_FLOOR,199000,FOR_SALE,1,61.0,No,Yes,No,Yes,,No,,,No info,2,No,GOOD
882,10679811,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",95,APARTMENT,APARTMENT,215000,FOR_SALE,1,54.0,No info,Yes,No,Yes,4.0,No,,No info,No info,2,No,GOOD
883,10680512,Wetteren,9230,Zuidlaan ,72,APARTMENT,APARTMENT,220000,FOR_SALE,2,78.0,No,No,,No,,No,,,No info,2,No,
884,10680510,Wetteren,9230,Zuidlaan ,72,APARTMENT,APARTMENT,220000,FOR_SALE,2,78.0,No,No,,No,,No,,,No info,2,No,
885,10680509,Wetteren,9230,Zuidlaan ,72,APARTMENT,APARTMENT,220000,FOR_SALE,2,78.0,No,No,,No,,No,,,No info,2,No,
886,10679088,Ronse ,9600,Stationstraat ,30,APARTMENT,APARTMENT,279000,FOR_SALE,3,175.0,No,Yes,No,Yes,12.0,No,,No info,No info,2,No,GOOD
887,10679413,Uccle,1180,Rue Basse ,21,APARTMENT,DUPLEX,398000,FOR_SALE,3,154.0,No,Yes,No,No,,No,,No info,No info,2,No,AS_NEW
888,10680780,Gentbrugge,9050,Brusselsesteenweg ,690,APARTMENT,APARTMENT,458000,FOR_SALE,3,118.0,No,Yes,No,Yes,24.0,Yes,,,No info,,No,AS_NEW
889,10664219,Auderghem,1160,Place Communale ,8,APARTMENT,FLAT_STUDIO,179000,FOR_SALE,0,29.0,No,Yes,No,Yes,3.0,No,,,No info,2,No,GOOD
890,10551748,Gent,9000,Zwijnaardsesteenweg ,23,APARTMENT,APARTMENT,260000,FOR_SALE,2,90.0,No,No,,No,,No,,No info,No info,2,No,GOOD
891,10684376,Uccle,1180,Rue Basse ,21,APARTMENT,PENTHOUSE,220000,FOR_SALE,1,41.0,No,Yes,No,Yes,19.0,No,,No info,No info,2,No,GOOD
892,10685392,Liège,4000,Rue Charles Magnette ,24/40,APARTMENT,APARTMENT,249000,FOR_SALE,2,86.0,No,No,,Yes,2.0,No,,No info,No info,2,No,AS_NEW
893,10684306,Tielt,8700,Markt ,32,APARTMENT,APARTMENT,295000,FOR_SALE,2,103.0,No,Yes,No,Yes,8.0,No,,,No info,,No,AS_NEW
894,10685149,Oostende,8400,Koningsstraat ,23,APARTMENT,APARTMENT,459000,FOR_SALE,2,135.0,No,Yes,No,No,,No,,,No info,,No,GOOD
895,10684378,Gent,9000,Dampoortstraat ,41,APARTMENT,APARTMENT,625000,FOR_SALE,3,,No,Yes,No,Yes,16.0,No,,,No info,3,No,GOOD
896,10670644,Andenne,5300,Rue Brun ,11,APARTMENT,APARTMENT,125000,FOR_SALE,2,65.0,No,No,,Yes,,No,,No info,No info,,No,TO_RENOVATE
897,10670203,Gent,9000,Zwijnaardsesteenweg ,23,APARTMENT,APARTMENT,185000,FOR_SALE,2,70.0,No,No,,Yes,6.0,No,,No info,No info,,No,TO_RENOVATE
898,10670874,Oudergem,1160,"rue Guillaume Crocklaan, ",2,APARTMENT,APARTMENT,239000,FOR_SALE,2,83.0,No,No,,Yes,9.0,No,,No info,No info,4,No,GOOD
899,10670750,Rijkevorsel,2310,Hoek ,29,APARTMENT,DUPLEX,245000,FOR_SALE,3,95.0,No info,No,No,No,,No,,No info,No info,,No,GOOD
900,10668835,Dilbeek,1700,Astridlaan ,1,APARTMENT,APARTMENT,257000,FOR_SALE,2,101.0,No,No,No,Yes,10.0,No,,No info,No info,,No,
901,10669963,Kortrijk,8500,Burg Gillonlaan ,115,APARTMENT,APARTMENT,299500,FOR_SALE,2,100.0,No,No,,Yes,,No,,No info,No info,2,No,GOOD
902,10670438,St-Martens-Leerne,9800,Damstraat ,131,APARTMENT,APARTMENT,348000,FOR_SALE,3,97.0,No,No,,Yes,,No,,,No info,2,No,
903,10670352,Sint-Martens-Latem,9830,Golflaan ,41,APARTMENT,APARTMENT,369000,FOR_SALE,2,123.0,No,No,,Yes,19.0,No,,,No info,2,No,GOOD
904,10670351,Sint-Martens-Latem,9830,Golflaan ,41,APARTMENT,DUPLEX,369000,FOR_SALE,2,123.0,No,No,,Yes,19.0,No,,,No info,2,No,GOOD
905,10670184,Oudergem,1160,"rue Guillaume Crocklaan, ",2,APARTMENT,APARTMENT,395000,FOR_SALE,2,112.0,No,No,,Yes,17.0,No,,No info,No info,2,No,AS_NEW
906,10671053,Putte,2580,Mechelbaan ,509,APARTMENT,APARTMENT,460000,FOR_SALE,3,215.0,No,No,,Yes,,No,,No info,No info,3,No,
907,10677648,Auderghem,1160,Place Communale ,8,APARTMENT,APARTMENT,195000,FOR_SALE,1,30.0,No,Yes,No,No,,No,,,No info,2,No,GOOD
908,10611447,Gent,9000,Zwijnaardsesteenweg ,23,APARTMENT,APARTMENT,399500,FOR_SALE,3,105.0,No,No,Yes,No,,No,,No info,No info,2,No,TO_BE_DONE_UP
909,10675465,Bruxelles ville,1000,Rue Franklin  ,90,APARTMENT,GROUND_FLOOR,430000,FOR_SALE,3,131.0,No,Yes,No,Yes,8.0,Yes,25.0,No info,No info,3,No,GOOD
910,10675460,Bruxelles ville,1000,Rue Franklin  ,90,APARTMENT,PENTHOUSE,570000,FOR_SALE,2,85.0,No,Yes,No,Yes,12.0,No,,No info,No info,2,No,AS_NEW
911,10676515,Knokke-Heist,8300,"Koningslaan, ",131,APARTMENT,APARTMENT,635000,FOR_SALE,3,93.0,No,Yes,No,Yes,5.0,No,,,No info,2,No,GOOD
912,10676529,Knokke-Heist,8300,"Koningslaan, ",131,APARTMENT,APARTMENT,695000,FOR_SALE,2,85.0,No,Yes,No,Yes,6.0,No,,,No info,2,No,AS_NEW
913,10675641,Ixelles,1050,Rue du Page ,59,APARTMENT,DUPLEX,750000,FOR_SALE,3,145.0,No,No,No,Yes,,No,,No info,No info,,No,AS_NEW
914,10676513,Knokke-Heist,8300,"Koningslaan, ",131,APARTMENT,APARTMENT,795000,FOR_SALE,3,88.0,No,Yes,No,Yes,4.0,No,,,No info,2,No,JUST_RENOVATED
915,10676527,Knokke-Heist,8300,"Koningslaan, ",131,APARTMENT,APARTMENT,1000000,FOR_SALE,2,85.0,No,Yes,No,Yes,4.0,No,,,No info,2,No,JUST_RENOVATED
916,10676526,Knokke-Heist,8300,"Koningslaan, ",131,APARTMENT,DUPLEX,1135000,FOR_SALE,3,140.0,No,Yes,No,Yes,10.0,No,,,No info,2,No,GOOD
917,10676518,Knokke-Heist,8300,"Koningslaan, ",131,APARTMENT,APARTMENT,2950000,FOR_SALE,2,150.0,No,Yes,No,Yes,10.0,No,,No info,No info,4,No,AS_NEW
918,10660094,Woluwe-Saint-Lambert,1200,Bld. Brand Whitlock ,108,APARTMENT,PENTHOUSE,275000,FOR_SALE,2,97.0,No info,Yes,No,Yes,10.0,No,,,No info,2,No,TO_RENOVATE
919,10660095,Woluwe-Saint-Lambert,1200,Bld. Brand Whitlock ,108,APARTMENT,PENTHOUSE,275000,FOR_SALE,2,97.0,No info,Yes,No,Yes,10.0,No,,,No info,2,No,TO_RENOVATE
920,10662985,Wilrijk,2610,Prins Boudewijnlaan ,122,APARTMENT,APARTMENT,285000,FOR_SALE,2,95.0,No,No,,Yes,5.0,No,,No info,No info,2,No,AS_NEW
921,10662847,Ixelles,1050,Avenue du Pesage ,10,APARTMENT,APARTMENT,330000,FOR_SALE,2,84.0,No,No,,Yes,11.0,No,,No info,No info,4,No,AS_NEW
922,10660107,Woluwe-St-Pierre,1150,"Val des Seigneurs, ",9a,APARTMENT,APARTMENT,600000,FOR_SALE,3,170.0,No,Yes,No,Yes,22.0,No,,No info,No info,,No,AS_NEW
923,10683128,Liège,4000,Rue Charles Magnette ,24/40,APARTMENT,APARTMENT,249000,FOR_SALE,2,86.0,No,No,,Yes,2.0,No,,No info,No info,3,No,AS_NEW
924,10681854,Loppem,8210,Steenbrugsestraat ,21,APARTMENT,APARTMENT,299000,FOR_SALE,3,141.0,No,No,No,No,,No,,No info,No info,,No,GOOD
925,10682231,Aalst,9300,Parklaan ,187,APARTMENT,APARTMENT,449000,FOR_SALE,3,160.0,No,Yes,No,Yes,20.0,No,,,No info,,No,GOOD
926,10667575,Huy,4500,Avenue des Ardennes ,1/02,APARTMENT,APARTMENT,169000,FOR_SALE,2,95.0,No,No,,Yes,25.0,No,,No info,No info,2,No,JUST_RENOVATED
927,10668174,Antwerpen,2000,Amsterdamstraat ,15,APARTMENT,APARTMENT,259000,FOR_SALE,2,85.0,No,No,,Yes,,No,,No info,No info,2,No,JUST_RENOVATED
928,10626903,Diest,3290,Hasseltsestraat ,17,APARTMENT,DUPLEX,340000,FOR_SALE,3,130.0,No,No,,Yes,10.0,No,,No info,No info,2,No,
929,10482213,Liège,4000,Rue Charles Magnette ,24/40,APARTMENT,APARTMENT,10000,FOR_SALE,1,58.0,No,No,,No,,No,,No info,No info,,No,AS_NEW
930,10654615,Antwerpen,2600,Uitbreidingstraat ,84,APARTMENT,APARTMENT,55000,FOR_SALE,2,85.0,No,No,,Yes,,No,,,No info,3,No,GOOD
931,10377314,Avelgem,8580,Doorniksesteenweg ,32,APARTMENT,APARTMENT,139000,FOR_SALE,3,76.0,No,No,,Yes,,No,,No info,No info,4,No,TO_BE_DONE_UP
932,10610568,Dendermonde,9200,Zuidlaan ,2,APARTMENT,APARTMENT,159900,FOR_SALE,2,84.0,No,No,,No,,No,,,No info,3,No,TO_BE_DONE_UP
933,10656977,Avelgem,8580,Doorniksesteenweg ,32,APARTMENT,APARTMENT,165000,FOR_SALE,2,91.0,No,No,,Yes,,No,,,No info,,No,GOOD
934,10386922,Huy,4500,Avenuedes Ardennes ,7d,APARTMENT,APARTMENT,169500,FOR_SALE,1,75.0,No,No,,Yes,12.0,No,,No info,No info,2,No,AS_NEW
935,10431815,Ixelles,1050,Avenue Louise ,200,APARTMENT,FLAT_STUDIO,170000,FOR_SALE,0,50.0,No,No,,Yes,10.0,No,,No info,No info,2,No,GOOD
936,9698524,Jette,1090,Rue Eugène Toussaint ,65,APARTMENT,APARTMENT,175000,FOR_SALE,3,93.0,No,Yes,No,Yes,8.0,No,,,No info,,No,GOOD
937,10644871,Wilrijk,2610,Prins Boudewijnlaan ,122,APARTMENT,APARTMENT,175000,FOR_SALE,2,86.0,No,No,,Yes,,No,,,No info,4,No,GOOD
938,10247476,Huy,4500,Avenuedes Ardennes ,7d,APARTMENT,APARTMENT,175000,FOR_SALE,3,117.0,No,No,,Yes,,No,,No info,No info,4,No,GOOD
939,10547546,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",95,APARTMENT,APARTMENT,179000,FOR_SALE,1,61.0,No,Yes,No,No,,No,,No info,No info,2,No,GOOD
940,10361448,Vilvoorde,1800,James Ensorlaan ,39,APARTMENT,APARTMENT,189000,FOR_SALE,1,65.0,No,No,,Yes,2.0,No,,,No info,2,No,GOOD
941,10551517,Wilrijk,2610,Prins Boudewijnlaan ,122,APARTMENT,APARTMENT,189000,FOR_SALE,2,90.0,No,No,,Yes,6.0,No,,,No info,2,No,TO_BE_DONE_UP
942,10578165,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",212,APARTMENT,FLAT_STUDIO,190000,FOR_SALE,0,51.0,No,Yes,No,No,,No,,No info,No info,2,No,AS_NEW
943,10530309,Saint-Gilles,1060,Avenue Clémentine ,31/4,APARTMENT,FLAT_STUDIO,195000,FOR_SALE,0,50.0,No,Yes,No,No,,No,,No info,No info,2,No,GOOD
944,10649407,Huy,4500,Avenuedes Ardennes ,7d,APARTMENT,APARTMENT,195000,FOR_SALE,2,96.0,No,No,,Yes,3.0,No,,No info,No info,2,No,TO_BE_DONE_UP
945,10637203,Bonheiden,2820,Oude Schrieksebaan ,20,APARTMENT,FLAT_STUDIO,198000,FOR_SALE,0,25.0,No,Yes,,No,,No,,,No info,2,No,GOOD
946,10166522,Bruxelles,1020,Av.de la Brise ,46,APARTMENT,APARTMENT,199000,FOR_SALE,2,84.0,No,Yes,No,Yes,4.0,No,,No info,No info,,No,TO_BE_DONE_UP
947,10594938,Evere,1140,Cicerolaan ,33,APARTMENT,FLAT_STUDIO,215000,FOR_SALE,1,51.0,No,No,No,Yes,,No,,No info,No info,,No,GOOD
948,10498898,Zaventem,1930,Leuvensesteenweg ,677,APARTMENT,FLAT_STUDIO,216000,FOR_SALE,1,50.0,No,Yes,No,Yes,5.0,No,,No info,No info,2,No,AS_NEW
949,10563054,Dworp,1653,Alsembergsesteenweg ,660,APARTMENT,APARTMENT,218000,FOR_SALE,1,61.0,No,No,,No,,No,,,No info,2,No,GOOD
950,10559653,Bierges,1301,"Rue de l'Etoile, ",15,APARTMENT,APARTMENT,220000,FOR_SALE,2,130.0,No,No,,Yes,5.0,No,,,No info,2,No,TO_BE_DONE_UP
951,10639806,Bruxelles,1030,Rue du Noyer ,86,APARTMENT,APARTMENT,225000,FOR_SALE,2,80.0,No,No,No,Yes,7.0,No,,No info,No info,,No,GOOD
952,10516281,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",212,APARTMENT,APARTMENT,225000,FOR_SALE,1,52.0,No,Yes,No,No,,No,,No info,No info,2,No,TO_BE_DONE_UP
953,10415004,Grimbergen,1850,Keienberglaan ,84,APARTMENT,APARTMENT,230000,FOR_SALE,2,80.0,No,Yes,No,Yes,18.0,No,,No info,No info,,No,GOOD
954,10480955,Arlon,6700,Avenue de Mersch ,67,APARTMENT,DUPLEX,238000,FOR_SALE,4,103.0,No,No,No,No,,No,,No info,No info,,No,GOOD
955,9162472,Menen,8930,"Yv. Serruysstraat, ",22,APARTMENT,APARTMENT,239000,FOR_SALE,2,100.0,No,No,,Yes,,No,,,No info,,No,GOOD
956,10330564,Anderlecht,1070,Rue Potaerdenberg ,31,APARTMENT,APARTMENT,245000,FOR_SALE,2,82.0,No,Yes,No,Yes,4.0,No,,No info,No info,2,No,AS_NEW
957,10599152,Evere,1140,Cicerolaan ,33,APARTMENT,FLAT_STUDIO,245000,FOR_SALE,1,51.0,No,No,No,Yes,,No,,No info,No info,,No,GOOD
958,10060572,Evere,1140,Cicerolaan ,33,APARTMENT,APARTMENT,245000,FOR_SALE,2,87.0,No,No,No,No,,No,,No info,No info,3,No,TO_BE_DONE_UP
959,10567889,Oudergem,1160,Vorstlaan ,292,APARTMENT,APARTMENT,245000,FOR_SALE,1,54.0,No,Yes,No,Yes,5.0,No,,No info,No info,,No,AS_NEW
960,9645260,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",95,APARTMENT,APARTMENT,249000,FOR_SALE,2,78.0,No,Yes,No,No,,No,,,No info,2,No,AS_NEW
961,10639919,Wilrijk,2610,Prins Boudewijnlaan ,122,APARTMENT,APARTMENT,249000,FOR_SALE,2,96.0,No,No,,Yes,6.0,No,,,No info,2,No,JUST_RENOVATED
962,10649943,Saint-Gilles,1060,rue Antoine Breart ,42,APARTMENT,PENTHOUSE,250000,FOR_SALE,1,55.0,No,Yes,No,Yes,25.0,No,,,No info,2,No,GOOD
963,10649942,Saint-Gilles,1060,rue Antoine Breart ,42,APARTMENT,PENTHOUSE,250000,FOR_SALE,1,55.0,No,Yes,No,Yes,25.0,No,,,No info,2,No,GOOD
964,10532236,,,No info,No info,APARTMENT,APARTMENT,259000,FOR_SALE,1,50.0,No,No,No,No,,No,,No info,No info,2,No,JUST_RENOVATED
965,10388223,Affligem,1790,Brusselbaan ,110,APARTMENT,APARTMENT,269000,FOR_SALE,2,100.0,No,Yes,No,Yes,15.0,No,,,No info,2,No,AS_NEW
966,10538416,Antwerpen,2000,Amsterdamstraat ,25,APARTMENT,APARTMENT,269000,FOR_SALE,3,90.0,No,No,,Yes,4.0,No,,,No info,,No,JUST_RENOVATED
967,10625977,Wilrijk,2610,Prins Boudewijnlaan ,122,APARTMENT,APARTMENT,269000,FOR_SALE,3,108.0,No,No,,Yes,4.0,No,,No info,No info,2,No,GOOD
968,10476934,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",212,APARTMENT,APARTMENT,275000,FOR_SALE,2,112.0,No,Yes,No,Yes,13.0,No,,No info,No info,3,No,GOOD
969,10505824,Nieuwpoort,8620,Albert I Laan ,229,APARTMENT,APARTMENT,275000,FOR_SALE,1,55.0,No,Yes,,No,,No,,,No info,2,No,AS_NEW
970,10469349,Wolvertem,1861,Valkebeekstraat ,24,APARTMENT,APARTMENT,279000,FOR_SALE,1,77.0,No,No,,No,,Yes,,No info,No info,2,No,GOOD
971,10607073,Blankenberge,8370,Franchommelaan ,82,APARTMENT,APARTMENT,279000,FOR_SALE,2,96.0,No,No,,No,,No,,No info,No info,,No,GOOD
972,9241727,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",95,APARTMENT,DUPLEX,295000,FOR_SALE,2,80.0,No,Yes,No,No,,No,,,No info,3,No,AS_NEW
973,10539642,Knokke,8300,Zoutelaan ,53,APARTMENT,APARTMENT,295000,FOR_SALE,2,83.0,No,Yes,No,Yes,11.0,No,,No info,No info,2,No,AS_NEW
974,10591139,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",95,APARTMENT,DUPLEX,299000,FOR_SALE,2,82.0,No,Yes,No,No,,No,,,No info,2,No,GOOD
975,10585145,Kraainem,1950,Avenue Baron Albert d'Huart ,130,APARTMENT,APARTMENT,315000,FOR_SALE,2,72.0,No,Yes,No,Yes,,No,,No info,No info,2,No,GOOD
976,10144383,Bruxelles,1020,Avenue de L'amarante ,39,APARTMENT,DUPLEX,325000,FOR_SALE,4,145.0,No,Yes,No,Yes,3.0,No,,No info,No info,2,No,GOOD
977,10652725,Brussel,1050,Rue de la Concorde ,16,APARTMENT,APARTMENT,325000,FOR_SALE,2,94.0,No,Yes,No,Yes,15.0,No,,No info,No info,2,No,AS_NEW
978,10467920,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",95,APARTMENT,PENTHOUSE,325000,FOR_SALE,2,82.0,No,Yes,No,Yes,16.0,No,,,No info,2,No,AS_NEW
979,10490793,Wolvertem,1861,Valkebeekstraat ,24,APARTMENT,APARTMENT,329000,FOR_SALE,2,195.0,No,No,,Yes,,Yes,160.0,,No info,2,No,TO_BE_DONE_UP
980,10649802,Bruxelles ville,1000,Sint-Gisleinsstraat ,53,APARTMENT,APARTMENT,330000,FOR_SALE,1,84.0,No,No,,No,,No,,No info,No info,2,No,JUST_RENOVATED
981,10320218,Huy,4500,Avenuedes Ardennes ,7d,APARTMENT,APARTMENT,335000,FOR_SALE,3,150.0,No,No,,Yes,,Yes,,No info,No info,4,No,AS_NEW
982,10385727,,,No info,No info,APARTMENT,APARTMENT,345000,FOR_SALE,2,120.0,No,No,Yes,No,,No,,No info,No info,2,No,AS_NEW
983,10333355,Woluwe-St-Pierre,1150,"Val des Seigneurs, ",9a,APARTMENT,PENTHOUSE,349000,FOR_SALE,2,100.0,No,Yes,No,Yes,27.0,No,,No info,No info,2,No,GOOD
984,10483548,Liège,4000,Rue Bonne Fortune ,9,APARTMENT,LOFT,349000,FOR_SALE,2,125.0,No,Yes,No,Yes,30.0,No,,No info,No info,2,No,GOOD
985,10580966,Brugge,8000,Vlamingstraat ,62,APARTMENT,APARTMENT,349000,FOR_SALE,3,136.0,No,Yes,No,Yes,,No,,,No info,2,No,GOOD
986,10612739,Diest,3290,Hasseltsestraat ,17,APARTMENT,APARTMENT,365000,FOR_SALE,5,350.0,No,No,,No,,Yes,,No info,No info,4,No,TO_RENOVATE
987,10647614,Bonheiden,2820,Oude Schrieksebaan ,20,APARTMENT,APARTMENT,368000,FOR_SALE,2,115.0,No,No,,Yes,5.0,No,,,No info,2,No,GOOD
988,10167972,Bruxelles,1020,Avenue de L'amarante ,39,APARTMENT,DUPLEX,370000,FOR_SALE,3,120.0,No,Yes,No,Yes,2.0,No,,No info,No info,2,No,AS_NEW
989,10583669,Wolvertem,1861,Valkebeekstraat ,24,APARTMENT,APARTMENT,375000,FOR_SALE,2,90.0,No,No,,Yes,,No,,,No info,2,No,GOOD
990,10360961,Forest,1190,Av. Minerve ,27/24,APARTMENT,DUPLEX,390000,FOR_SALE,2,126.0,No,Yes,No,Yes,7.0,Yes,50.0,,No info,2,No,TO_RENOVATE
991,10466936,,,No info,No info,APARTMENT,LOFT,390000,FOR_SALE,2,138.0,No,No,No,Yes,20.0,No,,No info,No info,2,No,JUST_RENOVATED
992,10376570,Brugge,8000,Moerkerkse Steenweg ,1,APARTMENT,APARTMENT,395000,FOR_SALE,2,111.0,No,Yes,No,Yes,29.0,No,,,No info,2,No,AS_NEW
993,10606055,Nieuwpoort,8620,Albert I Laan ,229,APARTMENT,APARTMENT,395000,FOR_SALE,2,88.0,No,Yes,,Yes,3.0,No,,,No info,3,No,GOOD
994,10546161,Oostende,8400,Leopold II - laan ,29,APARTMENT,APARTMENT,398000,FOR_SALE,3,95.0,No,Yes,No,Yes,2.0,No,,,No info,3,No,AS_NEW
995,10509410,Bruxelles ,1000,Avenue de la Brabançonne ,1,APARTMENT,DUPLEX,399000,FOR_SALE,3,100.0,No,No,,No,,No,,No info,No info,,No,GOOD
996,10585257,Woluwe-St-Lambert,1200,"Avenue des Cerisiers, ",212,APARTMENT,APARTMENT,425000,FOR_SALE,3,109.0,No,Yes,No,Yes,6.0,No,,No info,No info,2,No,AS_NEW
997,10655035,Heverlee,3001,Sint-Lambertusstraat ,32,APARTMENT,APARTMENT,435000,FOR_SALE,2,131.0,No,No,,Yes,10.0,No,,,No info,2,No,GOOD
998,10609320,Tienen,3300,Veemarkt ,14,APARTMENT,APARTMENT,449000,FOR_SALE,2,90.0,No,Yes,No,Yes,18.0,No,,,No info,4,No,AS_NEW
999,10647097,Ixelles,1050,Avenue Louise ,200,APARTMENT,APARTMENT,450000,FOR_SALE,3,117.0,No,No,,Yes,25.0,No,,No info,No info,2,No,GOOD
1000,10647952,Ixelles,1050,Avenue Louise ,200,APARTMENT,APARTMENT,450000,FOR_SALE,3,133.0,No,No,,Yes,84.0,No,,No info,No info,2,No,GOOD
1001,10620890,Gent,9000,Sint-Denijslaan ,1,APARTMENT,PENTHOUSE,470000,FOR_SALE,2,133.0,No,Yes,No,Yes,95.0,No,,,No info,3,No,AS_NEW
1002,10258246,Heverlee,3001,Sint-Lambertusstraat ,32,APARTMENT,APARTMENT,472500,FOR_SALE,3,115.0,No,No,,Yes,,No,,,No info,,No,GOOD
1003,10654638,Leuven,3000,Vismarkt ,10,APARTMENT,PENTHOUSE,479000,FOR_SALE,3,126.0,No,No,,Yes,27.0,No,,No info,No info,2,No,GOOD
1004,10637985,Saint-Gilles,1060,Avenue Clémentine ,31/4,APARTMENT,APARTMENT,495000,FOR_SALE,4,250.0,No,Yes,No,Yes,34.0,No,,No info,No info,3,No,GOOD
1005,10517918,Ronse,9600,"Guissetplein, ",5,APARTMENT,APARTMENT,549000,FOR_SALE,2,198.0,No,No,,Yes,,No,,,No info,2,No,GOOD
1006,10590076,,,No info,No info,APARTMENT,APARTMENT,550000,FOR_SALE,2,92.0,No,No,No,No,,No,,No info,No info,1,No,AS_NEW
1007,10551379,Brasschaat,2930,Bredabaan ,260,APARTMENT,APARTMENT,569000,FOR_SALE,3,222.0,No,No,,Yes,30.0,Yes,,,No info,4,No,AS_NEW
1008,10641693,Brugge,8000,Moerkerkse Steenweg ,1,APARTMENT,PENTHOUSE,595000,FOR_SALE,2,140.0,No,Yes,No,Yes,115.0,No,,,No info,4,No,AS_NEW
1009,10523579,De Haan,8420,"Stationstraat, ",33,APARTMENT,APARTMENT,595000,FOR_SALE,2,78.0,No,Yes,No,No,,No,,,No info,,No,AS_NEW
1010,10505638,Oud-Heverlee,3050,Dorpsstraat ,57,APARTMENT,APARTMENT,597000,FOR_SALE,3,230.0,No,No,No,Yes,42.0,Yes,375.0,,No info,3,No,AS_NEW
1011,10655774,Watermael-Boitsfort,1170,"Avenue Delleur, ",8,APARTMENT,APARTMENT,645000,FOR_SALE,3,180.0,No,Yes,No,Yes,,No,,No info,No info,2,No,TO_BE_DONE_UP
1012,10562037,Wolvertem,1861,Valkebeekstraat ,24,APARTMENT,APARTMENT,649000,FOR_SALE,8,375.0,No,No,,Yes,,No,,,No info,3,No,TO_BE_DONE_UP
1013,10626807,Saint-Gilles,1060,,9,APARTMENT,PENTHOUSE,650000,FOR_SALE,2,105.0,No,Yes,No,Yes,13.0,No,,No info,No info,2,No,AS_NEW
1014,10650180,Mechelen,2800,Korenmarkt ,8,APARTMENT,LOFT,695000,FOR_SALE,4,223.0,No,No,,Yes,9.0,No,,,No info,4,No,AS_NEW
1015,10524527,Watermael-Boitsfort,1170,Chaussée de la Hulpe ,166,APARTMENT,APARTMENT,795000,FOR_SALE,3,175.0,No,No,Yes,Yes,40.0,Yes,,No info,No info,4,No,GOOD
1016,10604664,De Haan,8420,"Stationstraat, ",33,APARTMENT,APARTMENT,845000,FOR_SALE,2,78.0,No,No,No,Yes,,No,,,No info,,No,AS_NEW
1017,10571909,Wolvertem,1861,Valkebeekstraat ,24,APARTMENT,APARTMENT,850000,FOR_SALE,7,350.0,No,No,,No,,Yes,,No info,No info,2,No,GOOD
1018,10242544,Bruxelles-Quartier Louise,1050,Avenue Louise ,200,APARTMENT,DUPLEX,975000,FOR_SALE,4,200.0,No,No,,Yes,45.0,No,,No info,No info,2,No,AS_NEW
1019,10546464,Brasschaat,2930,Bredabaan ,260,APARTMENT,PENTHOUSE,1095000,FOR_SALE,1,315.0,No,Yes,,Yes,40.0,No,,,No info,2,No,AS_NEW
1020,10551395,Brasschaat,2930,Bredabaan ,260,APARTMENT,PENTHOUSE,1175000,FOR_SALE,3,323.0,No,No,,Yes,42.0,Yes,,,No info,2,No,GOOD
1021,10674509,Halanzy,6792,rue de la Fraternité ,8,APARTMENT,APARTMENT,229000,FOR_SALE,2,115.0,No info,No,,No,,No,,No info,No info,2,No,TO_BE_DONE_UP
1022,10673136,Bruxelles,1040,Rue Abbé Cuypers (étage ,1,APARTMENT,APARTMENT,260000,FOR_SALE,2,95.0,No,Yes,No,Yes,16.0,No,,No info,No info,2,No,TO_BE_DONE_UP
1023,10674869,Sint-Niklaas,9100,Plezantstraat ,71,APARTMENT,APARTMENT,273500,FOR_SALE,3,113.0,No,No,,No,,No,,No info,No info,,No,
1024,10674307,Ixelles,1050,Avenue Louise ,231,APARTMENT,GROUND_FLOOR,275000,FOR_SALE,2,110.0,No,Yes,No,Yes,18.0,Yes,44.0,,No info,2,No,TO_RENOVATE
