url,Locality,Type of property,Subtype of property,Price,Type of Transaction,Nº rooms,Living area,Equipped kitchen,Furnished,Fireplace,Terrace,Area Terrace,Land Surface,Nº facades,Swimming Pool,State Building,Garden,Area Garden
https://www.immoweb.be/en/classified/loft/for-sale/knokke/8300/10579290,Knokke ,APARTMENT,LOFT,1745000.0,FOR_SALE,5.0,,,No,No,Yes,17.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10117450,Knokke,APARTMENT,APARTMENT,1850000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,3.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10514748,Bruxelles ,APARTMENT,APARTMENT,1995000.0,FOR_SALE,3.0,,Yes,No,No,Yes,34.0,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10638893,Knokke-Heist,APARTMENT,APARTMENT,1995000.0,FOR_SALE,4.0,,No,No,No,Yes,,,3.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/10588896,,APARTMENT,PENTHOUSE,2320000.0,FOR_SALE,5.0,,Yes,No,No,Yes,60.0,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/knokke-heist/8300/10629953,Knokke,APARTMENT,GROUND_FLOOR,2685000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist%20knokke/8300/9502819,Knokke,APARTMENT,APARTMENT,4600000.0,FOR_SALE,3.0,,Yes,No,No,Yes,17.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10665547,Bruxelles ville,APARTMENT,APARTMENT,275000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-lambert/1200/10663787,Woluwe-St-Lambert,APARTMENT,DUPLEX,390000.0,FOR_SALE,2.0,,,No,No,Yes,14.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/tielt-winge/3390/10664367,Bierbeek,APARTMENT,APARTMENT,425000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10663543,Kraainem,APARTMENT,APARTMENT,1125000.0,FOR_SALE,3.0,,Yes,No,No,Yes,14.0,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10649816,Bruxelles ville,APARTMENT,APARTMENT,199000.0,FOR_SALE,2.0,,,No,No,,,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/auvelais%20%28sambreville%29/5060/10670113,Lesve,APARTMENT,APARTMENT,78500.0,FOR_SALE,2.0,,Yes,No,No,Yes,4.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10670953,Bruxelles,APARTMENT,APARTMENT,225000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10669930,Schaerbeek,APARTMENT,APARTMENT,229000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/apartment/for-sale/londerzeel/1840/10669422,Buggenhout ,APARTMENT,APARTMENT,269000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/10668652,Brugge,APARTMENT,APARTMENT,274500.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10669929,Schaerbeek,APARTMENT,APARTMENT,335000.0,FOR_SALE,2.0,,Yes,No,No,Yes,3.0,,2.0,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/duplex/for-sale/schaerbeek/1030/10669737,Saint-Gilles,APARTMENT,DUPLEX,335000.0,FOR_SALE,2.0,,Yes,No,No,Yes,4.0,,2.0,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/apartment/for-sale/chiny/6810/10654212,Virton,APARTMENT,APARTMENT,239900.0,FOR_SALE,2.0,,No,No,No,Yes,6.0,,,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10653878,Woluwe-St-Lambert,APARTMENT,APARTMENT,275000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10653881,Woluwe-St-Lambert,APARTMENT,APARTMENT,275000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/10620502,Ixelles,APARTMENT,FLAT_STUDIO,290000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10654463,Uccle,APARTMENT,APARTMENT,310000.0,FOR_SALE,1.0,,Yes,No,No,Yes,5.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/laeken%20%28bru.%29/1020/10655656,Laeken,APARTMENT,APARTMENT,325000.0,FOR_SALE,3.0,,Yes,No,No,Yes,1.0,,3.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/evere/1140/10653849,Kraainem,APARTMENT,PENTHOUSE,462000.0,FOR_SALE,3.0,,Yes,No,No,Yes,17.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10655062,Bruxelles ville,APARTMENT,APARTMENT,540000.0,FOR_SALE,2.0,,No,No,No,Yes,,,,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10654389,Ixelles,APARTMENT,APARTMENT,599000.0,FOR_SALE,3.0,,Yes,No,No,Yes,16.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10672579,Dworp,APARTMENT,APARTMENT,545000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,3.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/zottegem/9620/10675255,Gent,APARTMENT,APARTMENT,220000.0,FOR_SALE,2.0,,No,No,No,Yes,,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10675821,Neder-over-Heembeek,APARTMENT,APARTMENT,230000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/10675232,Leuven,APARTMENT,FLAT_STUDIO,245000.0,FOR_SALE,0.0,,,No,No,Yes,18.0,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2018/10599329,Brecht / St-Job-in-'t-Goor,APARTMENT,APARTMENT,454000.0,FOR_SALE,3.0,,Yes,No,No,Yes,29.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/loft/for-sale/anderlecht/1070/10675297,Bruxelles,APARTMENT,LOFT,550000.0,FOR_SALE,3.0,,Yes,No,No,Yes,20.0,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10676522,Knokke-Heist,APARTMENT,APARTMENT,675000.0,FOR_SALE,3.0,,Yes,No,No,Yes,6.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/10675330,Ixelles,APARTMENT,PENTHOUSE,700000.0,FOR_SALE,4.0,,Yes,No,No,Yes,21.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/duplex/for-sale/knokke-heist/8300/10676514,Knokke-Heist,APARTMENT,DUPLEX,795000.0,FOR_SALE,3.0,,Yes,No,No,Yes,6.0,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/knokke-heist/8300/10486638,Knokke,APARTMENT,PENTHOUSE,995000.0,FOR_SALE,2.0,,Yes,No,No,Yes,45.0,,2.0,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10676533,Knokke-Heist,APARTMENT,APARTMENT,1175000.0,FOR_SALE,2.0,,Yes,No,No,Yes,4.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/10675118,Knokke-Heist,APARTMENT,APARTMENT,4295000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,2.0,No,AS_NEW,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/10661303,Schaerbeek ,APARTMENT,APARTMENT,185000.0,FOR_SALE,2.0,,No,No,No,,,,,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/10663139,Lier,APARTMENT,APARTMENT,228544.0,FOR_SALE,1.0,,Yes,No,No,Yes,26.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/lille/2275/10662592,HERENTALS,APARTMENT,APARTMENT,270000.0,FOR_SALE,1.0,,Yes,No,No,Yes,15.0,,,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/lille/2275/10662591,HERENTALS,APARTMENT,APARTMENT,345000.0,FOR_SALE,2.0,,Yes,No,No,Yes,15.0,,,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oudenburg/8460/10662153,Oostende,APARTMENT,APARTMENT,355000.0,FOR_SALE,2.0,,Yes,No,No,Yes,20.0,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10645735,Jette,APARTMENT,APARTMENT,239000.0,FOR_SALE,2.0,,Yes,No,No,,,,3.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10646997,Ixelles,APARTMENT,APARTMENT,549000.0,FOR_SALE,2.0,,,No,No,Yes,12.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10666467,Grez-Doiceau,APARTMENT,APARTMENT,215000.0,FOR_SALE,2.0,,Yes,No,No,Yes,9.0,,,No,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/oostende/8400/10666163,Brugge,APARTMENT,PENTHOUSE,229900.0,FOR_SALE,1.0,,Yes,No,No,Yes,30.0,,,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/loft/for-sale/herzele/9550/10472531,Dilbeek ,APARTMENT,LOFT,249000.0,FOR_SALE,3.0,,Yes,No,No,Yes,18.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/la%20hulpe/1310/10666512,Chaumont-Gistoux,APARTMENT,APARTMENT,265000.0,FOR_SALE,1.0,,,No,No,Yes,12.0,,,No,,Yes,,
https://www.immoweb.be/en/classified/duplex/for-sale/rouvreux/4140/10667460,Liège,APARTMENT,DUPLEX,265000.0,FOR_SALE,3.0,,Yes,No,No,Yes,11.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10666063,Wondelgem,APARTMENT,APARTMENT,289000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10666502,Chaumont-Gistoux,APARTMENT,APARTMENT,295000.0,FOR_SALE,3.0,,Yes,No,No,,,,,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/10667691,Uccle,APARTMENT,APARTMENT,495000.0,FOR_SALE,2.0,,Yes,No,No,,,,3.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/10668286,Huy,APARTMENT,APARTMENT,595000.0,FOR_SALE,7.0,,Yes,No,No,Yes,,,3.0,No,GOOD,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/louvain-la-neuve/1348/10652899,Grez-Doiceau,APARTMENT,FLAT_STUDIO,185000.0,FOR_SALE,0.0,,Yes,No,No,,,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10512946,,APARTMENT,APARTMENT,295000.0,FOR_SALE,2.0,,Yes,No,No,Yes,2.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2100/10651302,Antwerpen,APARTMENT,APARTMENT,305000.0,FOR_SALE,2.0,,Yes,No,No,Yes,15.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/service-flat/for-sale/zwevegem/8550/10650818,Avelgem,APARTMENT,SERVICE_FLAT,315000.0,FOR_SALE,1.0,,Yes,No,No,Yes,25.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/etterbeek/1040/10651895,Etterbeek,APARTMENT,GROUND_FLOOR,360000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,AS_NEW,Yes,50.0,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10672316,Brussel,APARTMENT,APARTMENT,350000.0,FOR_SALE,2.0,,No,No,No,Yes,2.0,,4.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/denderleeuw/9470/10656396,Uccle,APARTMENT,APARTMENT,200000.0,FOR_SALE,2.0,,Yes,No,No,Yes,2.0,,3.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10656815,Woluwe-St-Pierre,APARTMENT,APARTMENT,345000.0,FOR_SALE,2.0,,Yes,No,No,Yes,6.0,,2.0,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10673920,Uccle,APARTMENT,APARTMENT,250000.0,FOR_SALE,2.0,,Yes,No,No,Yes,6.0,,2.0,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/apartment/for-sale/st-gilles/1060/10673849,Forest,APARTMENT,APARTMENT,279000.0,FOR_SALE,2.0,,Yes,No,No,Yes,3.0,,2.0,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/beveren/9120/10674760,St-Gillis-Waas,APARTMENT,PENTHOUSE,315000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen%201/2018/10574219,Antwerpen,APARTMENT,APARTMENT,525000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10657750,Saint-Gilles,APARTMENT,APARTMENT,780000.0,FOR_SALE,4.0,,,No,No,Yes,10.0,,2.0,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/ieper/8900/10351096,Menen,APARTMENT,FLAT_STUDIO,114000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/9641560,Bastogne,APARTMENT,APARTMENT,118000.0,FOR_SALE,1.0,,No,No,No,,,,3.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10583925,Oostende,APARTMENT,APARTMENT,149000.0,FOR_SALE,2.0,,Yes,No,No,,,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/10636513,Jette,APARTMENT,APARTMENT,164000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/apartment/for-sale/str%C3%A9e/4577/10475371,Huy,APARTMENT,APARTMENT,165000.0,FOR_SALE,3.0,,Yes,No,No,Yes,8.0,,4.0,No,,Yes,370.0,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/10625356,Vilvoorde,APARTMENT,APARTMENT,169000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/service-flat/for-sale/evere/1140/9338555,Brussel,APARTMENT,SERVICE_FLAT,175000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/braine-l%27alleud/1420/10077017,Braine-l Alleud,APARTMENT,APARTMENT,180000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10505393,Oostende,APARTMENT,APARTMENT,185000.0,FOR_SALE,2.0,,Yes,No,No,,,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/lokeren/9160/10640565,Sint-Niklaas,APARTMENT,APARTMENT,210000.0,FOR_SALE,2.0,,,No,No,,,,,No,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/10614478,Ixelles,APARTMENT,FLAT_STUDIO,215000.0,FOR_SALE,0.0,,,No,No,,,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/9880785,Jette,APARTMENT,APARTMENT,215000.0,FOR_SALE,2.0,,Yes,No,No,Yes,3.0,,2.0,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10620374,Braine-l Alleud,APARTMENT,APARTMENT,230000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/10620373,Braine-l Alleud,APARTMENT,GROUND_FLOOR,230000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/fexhe-le-haut-clocher/4347/10456246,Huy,APARTMENT,APARTMENT,239000.0,FOR_SALE,2.0,,No,No,No,Yes,20.0,,4.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10363562,Ixelles,APARTMENT,APARTMENT,244000.0,FOR_SALE,1.0,,Yes,No,No,Yes,3.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10365021,Ixelles,APARTMENT,APARTMENT,254000.0,FOR_SALE,1.0,,Yes,No,No,Yes,3.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10453085,Bruxelles ville,APARTMENT,APARTMENT,260000.0,FOR_SALE,1.0,,,No,No,Yes,3.0,,3.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/10342883,Uccle,APARTMENT,APARTMENT,265000.0,FOR_SALE,2.0,,,No,No,,,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/10259826,Wepion,APARTMENT,APARTMENT,275000.0,FOR_SALE,3.0,,Yes,No,No,Yes,18.0,,4.0,No,,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10543665,Bruxelles,APARTMENT,APARTMENT,278986.0,FOR_SALE,1.0,,Yes,No,No,Yes,7.0,,4.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/9261336,Dworp,APARTMENT,APARTMENT,291293.0,FOR_SALE,1.0,,Yes,No,No,Yes,6.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-pierre/1150/10500757,Woluwe-St-Pierre,APARTMENT,DUPLEX,295000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/10550342,Turnhout,APARTMENT,APARTMENT,304250.0,FOR_SALE,3.0,,Yes,No,No,Yes,14.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/10502397,Uccle,APARTMENT,FLAT_STUDIO,315000.0,FOR_SALE,0.0,,Yes,No,No,,,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10612186,Ixelles,APARTMENT,APARTMENT,325000.0,FOR_SALE,1.0,,,No,No,Yes,20.0,,4.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10543664,Bruxelles,APARTMENT,APARTMENT,333681.0,FOR_SALE,3.0,,Yes,No,No,Yes,7.0,,4.0,No,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/10526557,Uccle,APARTMENT,FLAT_STUDIO,335000.0,FOR_SALE,0.0,,Yes,No,No,,,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/laeken%20%28bru.%29/1020/10632566,Braine-l Alleud,APARTMENT,APARTMENT,345000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10607156,Ixelles,APARTMENT,APARTMENT,345000.0,FOR_SALE,2.0,,,No,No,Yes,3.0,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/berlaar/2590/10457104,Heist op den Berg,APARTMENT,APARTMENT,345000.0,FOR_SALE,3.0,,Yes,No,No,Yes,21.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/louise%20%28bruxelles%29/1000/10606845,Uccle,APARTMENT,APARTMENT,349000.0,FOR_SALE,2.0,,,No,No,Yes,9.0,,4.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10383330,Bruxelles,APARTMENT,APARTMENT,354385.0,FOR_SALE,3.0,,Yes,No,No,Yes,7.0,,4.0,No,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/boutersem/3370/10444271,,APARTMENT,GROUND_FLOOR,364000.0,FOR_SALE,2.0,,Yes,No,No,Yes,30.0,,3.0,No,AS_NEW,Yes,122.0,
https://www.immoweb.be/en/classified/duplex/for-sale/etterbeek/1040/10626152,,APARTMENT,DUPLEX,365000.0,FOR_SALE,1.0,,No,No,No,Yes,7.0,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10612110,Ixelles,APARTMENT,APARTMENT,365000.0,FOR_SALE,2.0,,No,No,No,,,,4.0,No,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/watermael-boitsfort/1170/10283489,Bruxelles,APARTMENT,DUPLEX,380000.0,FOR_SALE,2.0,,,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10494874,Middelkerke,APARTMENT,APARTMENT,399000.0,FOR_SALE,3.0,,Yes,No,No,,,,3.0,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10636184,Brussels,APARTMENT,APARTMENT,405000.0,FOR_SALE,2.0,,Yes,No,No,Yes,31.0,,4.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/duplex/for-sale/bruxelles/1000/10489745,,APARTMENT,DUPLEX,420000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10628878,Middelkerke,APARTMENT,APARTMENT,450000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/10601085,Genk ,APARTMENT,APARTMENT,489260.0,FOR_SALE,3.0,,Yes,No,No,Yes,20.0,,2.0,No,,Yes,,
https://www.immoweb.be/en/classified/duplex/for-sale/nord-est%20%28bruxelles%29/1000/10614202,Ixelles,APARTMENT,DUPLEX,495000.0,FOR_SALE,2.0,,,No,No,Yes,10.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-lambert/1200/10346586,Woluwe-St-Pierre,APARTMENT,GROUND_FLOOR,499000.0,FOR_SALE,3.0,,Yes,No,No,Yes,10.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/9702895,Ixelles,APARTMENT,APARTMENT,525000.0,FOR_SALE,3.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/9481452,Antwerpen,APARTMENT,APARTMENT,575000.0,FOR_SALE,1.0,,Yes,No,No,Yes,18.0,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/gent%20centrum/9000/10564542,Gent,APARTMENT,PENTHOUSE,575000.0,FOR_SALE,2.0,,Yes,No,No,Yes,7.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10436604,Bruxelles,APARTMENT,APARTMENT,595000.0,FOR_SALE,3.0,,Yes,No,No,Yes,13.0,,4.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10603536,Uccle,APARTMENT,APARTMENT,595000.0,FOR_SALE,3.0,,,No,No,Yes,8.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/10577185,Uccle,APARTMENT,DUPLEX,670000.0,FOR_SALE,4.0,,,No,No,Yes,,,4.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist%20knokke/8300/10282374,Knokke,APARTMENT,APARTMENT,675000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/louise%20%28bruxelles%29/1000/10607078,Bruxelles ville,APARTMENT,APARTMENT,695000.0,FOR_SALE,3.0,,,No,No,Yes,21.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent%20centrum/9000/10564541,Gent,APARTMENT,APARTMENT,695000.0,FOR_SALE,2.0,,Yes,No,No,Yes,12.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/la%20hulpe/1310/10557782,Waterloo,APARTMENT,APARTMENT,705000.0,FOR_SALE,3.0,,Yes,No,No,Yes,32.0,,4.0,No,AS_NEW,Yes,46.0,
https://www.immoweb.be/en/classified/penthouse/for-sale/turnhout/2300/10518349,Brasschaat,APARTMENT,PENTHOUSE,760000.0,FOR_SALE,2.0,,Yes,No,No,Yes,75.0,,3.0,No,,Yes,,
https://www.immoweb.be/en/classified/duplex/for-sale/pentagone%20%28bruxelles%29/1000/10607816,Bruxelles ville,APARTMENT,DUPLEX,785000.0,FOR_SALE,4.0,,,No,No,Yes,,,2.0,No,GOOD,Yes,65.0,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-joost-ten-node/1210/9660187,Leuven,APARTMENT,APARTMENT,795000.0,FOR_SALE,0.0,,No,No,No,,,,2.0,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent%20centrum/9000/10564540,Gent,APARTMENT,APARTMENT,925000.0,FOR_SALE,2.0,,Yes,No,No,Yes,22.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10638376,Ixelles,APARTMENT,APARTMENT,1350000.0,FOR_SALE,3.0,,No,No,No,,,,,No,AS_NEW,Yes,122.0,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10537560,Knokke,APARTMENT,APARTMENT,1350000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/8601920,Ixelles,APARTMENT,APARTMENT,1537000.0,FOR_SALE,2.0,,Yes,No,No,Yes,91.0,,3.0,No,,,,
