url,Locality,Type of property,Subtype of property,Price,Type of Transaction,Nº rooms,Living area,Equipped kitchen,Furnished,Fireplace,Terrace,Area Terrace,Land Surface,Nº facades,Swimming Pool,State Building,Garden,Area Garden
https://www.immoweb.be/en/classified/apartment/for-sale/braine-le-comte/7090/10401534,Tubize,APARTMENT,APARTMENT,199000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10502469,Middelkerke,APARTMENT,APARTMENT,199000.0,FOR_SALE,0.0,,Yes,No,No,Yes,5.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10075497,Torhout,APARTMENT,APARTMENT,199000.0,FOR_SALE,2.0,,,No,No,,,,2.0,No,GOOD,Yes,8.0,
https://www.immoweb.be/en/classified/duplex/for-sale/izegem/8870/10342467,Izegem,APARTMENT,DUPLEX,199000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ninove/9400/10402945,Ninove,APARTMENT,APARTMENT,199000.0,FOR_SALE,2.0,,Yes,No,No,,,,4.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/outer/9406/10402946,Ninove,APARTMENT,APARTMENT,199000.0,FOR_SALE,2.0,,Yes,No,No,,,,4.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/10412189,Oudenaarde,APARTMENT,APARTMENT,199000.0,FOR_SALE,1.0,,,No,No,Yes,6.0,,2.0,No,AS_NEW,Yes,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/saint-gilles/1060/10449819,Kraainem,APARTMENT,FLAT_STUDIO,200000.0,FOR_SALE,0.0,,Yes,No,No,,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/herentals/2200/10640079,,APARTMENT,APARTMENT,209000.0,FOR_SALE,2.0,,Yes,No,No,Yes,5.0,,3.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/zelzate/9060/10438362,Merelbeke,APARTMENT,APARTMENT,209000.0,FOR_SALE,2.0,,Yes,No,No,Yes,10.0,,3.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10435365,Deinze,APARTMENT,APARTMENT,209000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/10542457,Tienen,APARTMENT,APARTMENT,210000.0,FOR_SALE,2.0,,,No,No,Yes,5.0,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge-%20ledeberg/9050/10634878,Sint Amandsberg,APARTMENT,APARTMENT,212000.0,FOR_SALE,1.0,,Yes,No,No,Yes,16.0,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge-%20ledeberg/9050/10508968,Sint Amandsberg,APARTMENT,APARTMENT,212000.0,FOR_SALE,1.0,,Yes,No,No,Yes,16.0,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/woluwe-saint-pierre/1150/10575063,Oudergem,APARTMENT,FLAT_STUDIO,215000.0,FOR_SALE,0.0,,Yes,No,No,Yes,5.0,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/10532855,Nieuwpoort,APARTMENT,APARTMENT,215000.0,FOR_SALE,1.0,,Yes,No,No,Yes,6.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/10353542,Nieuwpoort,APARTMENT,APARTMENT,215000.0,FOR_SALE,1.0,,No,No,No,Yes,,,,No,JUST_RENOVATED,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/ingelmunster/8770/10546933,Avelgem,APARTMENT,APARTMENT,219000.0,FOR_SALE,2.0,,No,No,No,Yes,,,,No,AS_NEW,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/10367008,Bredene,APARTMENT,APARTMENT,219500.0,FOR_SALE,2.0,,Yes,No,No,,,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10546424,,APARTMENT,APARTMENT,220000.0,FOR_SALE,1.0,,Yes,No,No,,,,1.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/duplex/for-sale/liege/4000/10541124,Ixelles ,APARTMENT,DUPLEX,220000.0,FOR_SALE,3.0,,Yes,No,No,,,,3.0,No,GOOD,,,
https://www.immoweb.be/en/classified/duplex/for-sale/verviers/4800/10018565,Pepinster,APARTMENT,DUPLEX,220000.0,FOR_SALE,3.0,,Yes,No,No,,,,3.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10453344,Schaerbeek,APARTMENT,APARTMENT,225000.0,FOR_SALE,2.0,,Yes,No,No,Yes,4.0,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/nieuwpoort/8620/10590155,Nieuwpoort,APARTMENT,FLAT_STUDIO,225000.0,FOR_SALE,1.0,,Yes,No,No,Yes,,,,No,,Yes,,
https://www.immoweb.be/en/classified/duplex/for-sale/uitbergen/9290/10504732,Smetlede,APARTMENT,DUPLEX,225000.0,FOR_SALE,3.0,,No,No,No,Yes,,,,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/sint-pieters-leeuw/1600/10339055,St-Pieters-Leeuw,APARTMENT,GROUND_FLOOR,229000.0,FOR_SALE,2.0,,Yes,No,No,Yes,15.0,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen%20wilrijk/2610/10607190,Mechelen,APARTMENT,APARTMENT,229000.0,FOR_SALE,2.0,,Yes,No,No,,,,,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/10382964,,APARTMENT,APARTMENT,229000.0,FOR_SALE,2.0,,Yes,No,No,Yes,5.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10642906,Laarne,APARTMENT,APARTMENT,229000.0,FOR_SALE,2.0,,,No,No,,,,3.0,No,GOOD,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/mol/2400/10606748,Mol,APARTMENT,GROUND_FLOOR,229500.0,FOR_SALE,2.0,,Yes,No,No,Yes,15.0,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/lint/2547/10585422,Lier,APARTMENT,APARTMENT,230000.0,FOR_SALE,2.0,,Yes,No,No,Yes,5.0,,3.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ans/4430/10584509,Liège,APARTMENT,APARTMENT,230000.0,FOR_SALE,2.0,,No,No,No,,,,2.0,No,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/theux/4910/10545190,Heusy,APARTMENT,DUPLEX,230000.0,FOR_SALE,2.0,,Yes,No,No,Yes,8.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/enghien/7850/9929690,Kester,APARTMENT,APARTMENT,230000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,4.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostkamp/8020/10450535,Oostkamp,APARTMENT,APARTMENT,230000.0,FOR_SALE,1.0,,No,No,No,,,,3.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/veldegem/8210/10409000,Zedelgem,APARTMENT,APARTMENT,230000.0,FOR_SALE,2.0,,Yes,No,No,Yes,3.0,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/service-flat/for-sale/halle/1500/10504228,Halle,APARTMENT,SERVICE_FLAT,231000.0,FOR_SALE,2.0,,No,No,No,,,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-kruis/8310/10592719,St-Kruis,APARTMENT,APARTMENT,232000.0,FOR_SALE,2.0,,Yes,No,No,,,,,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/10622679,Ixelles,APARTMENT,APARTMENT,235000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/duplex/for-sale/geraardsbergen/9500/10572422,Geraardsbergen,APARTMENT,DUPLEX,235000.0,FOR_SALE,4.0,,Yes,No,No,Yes,9.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/wetteren/9230/10519932,Wetteren,APARTMENT,APARTMENT,236000.0,FOR_SALE,2.0,,No,No,No,Yes,,,3.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8434/10523497,,APARTMENT,APARTMENT,238000.0,FOR_SALE,1.0,,Yes,No,No,Yes,3.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10630929,Schaerbeek,APARTMENT,APARTMENT,239000.0,FOR_SALE,1.0,,Yes,No,No,,,,2.0,No,TO_RENOVATE,Yes,25.0,
https://www.immoweb.be/en/classified/penthouse/for-sale/liege%20ch%C3%AAn%C3%A9e/4032/10589041,Grivegnée,APARTMENT,PENTHOUSE,239000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/liege%20ch%C3%AAn%C3%A9e/4032/10589040,Grivegnée,APARTMENT,APARTMENT,239000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/10412191,Nieuwpoort,APARTMENT,APARTMENT,239000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,,No,AS_NEW,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/pont-%C3%A0-celles/6230/10625391,Luttre,APARTMENT,APARTMENT,239900.0,FOR_SALE,3.0,,Yes,No,No,Yes,30.0,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10155420,Schaerbeek,APARTMENT,APARTMENT,240000.0,FOR_SALE,1.0,,Yes,No,No,Yes,10.0,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/mons/7000/10597751,Frameries,APARTMENT,APARTMENT,240000.0,FOR_SALE,2.0,,Yes,No,No,Yes,15.0,,4.0,No,AS_NEW,Yes,116.0,
https://www.immoweb.be/en/classified/apartment/for-sale/maldegem/9990/10563918,St-Laureins,APARTMENT,APARTMENT,240000.0,FOR_SALE,1.0,,Yes,No,No,Yes,8.0,,,No,,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/10307268,Tienen,APARTMENT,APARTMENT,244500.0,FOR_SALE,2.0,,,No,No,Yes,7.0,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1120/10406028,Neder-over-Heembeek,APARTMENT,APARTMENT,249000.0,FOR_SALE,2.0,,Yes,No,No,,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/10569021,Halle,APARTMENT,APARTMENT,249000.0,FOR_SALE,2.0,,No,No,No,,,,,No,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerp/2170/10636549,Stabroek,APARTMENT,GROUND_FLOOR,249000.0,FOR_SALE,1.0,,Yes,No,No,Yes,,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8380/10623269,,APARTMENT,APARTMENT,249000.0,FOR_SALE,2.0,,Yes,No,No,Yes,5.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/haaltert/9450/10603734,Ninove,APARTMENT,APARTMENT,249000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/10361468,Tienen,APARTMENT,APARTMENT,250000.0,FOR_SALE,3.0,,,No,No,Yes,5.0,,,No,TO_RENOVATE,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/aalst/9300/10531311,Affligem,APARTMENT,GROUND_FLOOR,250000.0,FOR_SALE,3.0,,Yes,No,No,Yes,11.0,,2.0,No,AS_NEW,Yes,50.0,
https://www.immoweb.be/en/classified/ground-floor/for-sale/aalst/9308/10522945,Affligem,APARTMENT,GROUND_FLOOR,250000.0,FOR_SALE,3.0,,Yes,No,No,Yes,11.0,,2.0,No,AS_NEW,Yes,50.0,
https://www.immoweb.be/en/classified/apartment/for-sale/duffel/2570/10546777,,APARTMENT,APARTMENT,258000.0,FOR_SALE,2.0,,Yes,No,No,Yes,4.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/maldegem/9990/10491922,,APARTMENT,APARTMENT,258000.0,FOR_SALE,2.0,,Yes,No,No,Yes,9.0,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/sint-agatha-berchem/1082/10591735,Ternat,APARTMENT,GROUND_FLOOR,259000.0,FOR_SALE,2.0,,Yes,No,No,,,,3.0,No,TO_BE_DONE_UP,,,
https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/10582537,Ternat,APARTMENT,APARTMENT,259000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,TO_RENOVATE,Yes,250.0,
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/10642774,,APARTMENT,APARTMENT,259000.0,FOR_SALE,1.0,,Yes,No,No,Yes,25.0,,,No,AS_NEW,Yes,48.0,
https://www.immoweb.be/en/classified/duplex/for-sale/tienen/3300/10460666,Tienen,APARTMENT,DUPLEX,259000.0,FOR_SALE,2.0,,,No,No,Yes,6.0,,,No,GOOD,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/diksmuide/8600/10598678,Brugge,APARTMENT,PENTHOUSE,259000.0,FOR_SALE,2.0,,Yes,No,No,,,,3.0,No,AS_NEW,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/flemalle/4400/10636819,Seraing,APARTMENT,APARTMENT,259900.0,FOR_SALE,2.0,,Yes,No,No,Yes,6.0,,3.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4020/10410202,,APARTMENT,APARTMENT,260000.0,FOR_SALE,1.0,,Yes,No,No,Yes,5.0,,1.0,No,GOOD,,,
https://www.immoweb.be/en/classified/duplex/for-sale/gilly/6060/10580889,Nivelles,APARTMENT,DUPLEX,260000.0,FOR_SALE,3.0,,Yes,No,No,,,,4.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostkamp/8020/10181212,Oostkamp,APARTMENT,APARTMENT,260000.0,FOR_SALE,2.0,,,No,No,Yes,22.0,,3.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/10429497,Ixelles,APARTMENT,APARTMENT,263750.0,FOR_SALE,2.0,,,No,No,,,,3.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/10513383,Nieuwpoort,APARTMENT,APARTMENT,265000.0,FOR_SALE,1.0,,Yes,No,No,Yes,,,,No,,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/10582450,Mechelen,APARTMENT,APARTMENT,268000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,2.0,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10640742,Gent,APARTMENT,APARTMENT,269000.0,FOR_SALE,2.0,,Yes,No,No,,,,,No,TO_BE_DONE_UP,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/berlare/9290/10636447,Lede,APARTMENT,APARTMENT,269000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/boechout/2530/10599584,Antwerpen,APARTMENT,APARTMENT,272000.0,FOR_SALE,2.0,,No,No,No,Yes,3.0,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10621431,,APARTMENT,APARTMENT,275000.0,FOR_SALE,2.0,,No,No,No,,,,2.0,No,JUST_RENOVATED,,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw/1600/10644457,Halle,APARTMENT,APARTMENT,275000.0,FOR_SALE,2.0,,No,No,No,Yes,,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/merchtem/1785/10570742,Merchtem,APARTMENT,APARTMENT,275000.0,FOR_SALE,2.0,,,No,No,Yes,5.0,,,No,GOOD,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2600/10567180,,APARTMENT,APARTMENT,275000.0,FOR_SALE,2.0,,Yes,No,No,Yes,4.0,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/crisn%C3%A9e/4367/10572461,Liège,APARTMENT,APARTMENT,275000.0,FOR_SALE,2.0,,Yes,No,No,Yes,18.0,,4.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/duplex/for-sale/champion/5020/10634761,Jambes,APARTMENT,DUPLEX,275000.0,FOR_SALE,3.0,,Yes,No,No,,,,,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/10035867,Nieuwpoort,APARTMENT,APARTMENT,275000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,,No,GOOD,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/haacht/3150/10511342,Haacht,APARTMENT,APARTMENT,279000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,,2.0,No,AS_NEW,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/10556821,Nieuwpoort,APARTMENT,APARTMENT,279000.0,FOR_SALE,1.0,,Yes,No,No,,,,,No,JUST_RENOVATED,,,
url,Locality,Type of property,Subtype of property,Price,Type of Transaction,Nº rooms,Living area,Equipped kitchen,Furnished,Fireplace,Terrace,Area Terrace,Garden,Area Garden,Land Surface,Nº facades,Swimming Pool,State Building
https://www.immoweb.be/en/classified/town-house/for-sale/watermael-boitsfort/1170/10673197,Auderghem,HOUSE,TOWN_HOUSE,749000.0,FOR_SALE,5.0,,Yes,No,No,Yes,14.0,Yes,152.0,220.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10675619,Ronse ,HOUSE,HOUSE,135000.0,FOR_SALE,5.0,,Yes,No,No,,,,,60.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/villa/for-sale/zaventem/1933/10673001,,HOUSE,VILLA,755000.0,FOR_SALE,5.0,,Yes,No,No,Yes,33.0,Yes,300.0,500.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ronse/9600/10671514,Ronse ,HOUSE,MIXED_USE_BUILDING,295000.0,FOR_SALE,5.0,,Yes,No,No,,,,,160.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/10668977,Seraing,HOUSE,HOUSE,149000.0,FOR_SALE,2.0,,Yes,No,No,Yes,,Yes,25.0,105.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/antwerp/2018/10671574,Berchem ,HOUSE,HOUSE,910000.0,FOR_SALE,5.0,,Yes,No,No,Yes,18.0,Yes,131.0,242.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/10669506,Auderghem,HOUSE,HOUSE,399000.0,FOR_SALE,4.0,,Yes,No,No,Yes,10.0,Yes,140.0,210.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/10669505,Rixensart,HOUSE,VILLA,435000.0,FOR_SALE,4.0,,Yes,No,No,Yes,30.0,Yes,526.0,748.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/anderlecht/1070/10669507,Auderghem,HOUSE,EXCEPTIONAL_PROPERTY,960000.0,FOR_SALE,6.0,,Yes,No,No,Yes,40.0,Yes,290.0,1090.0,3.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/10576366,Braine-le-chateau,HOUSE,HOUSE,260000.0,FOR_SALE,2.0,,Yes,No,No,Yes,20.0,Yes,55.0,155.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/sprimont/4140/10675317,Trooz,HOUSE,HOUSE,349000.0,FOR_SALE,4.0,,Yes,No,No,Yes,30.0,Yes,120.0,311.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/ottignies-louvain-la-neuve%20c%C3%A9roux-mousty/1341/10675584,Genval,HOUSE,HOUSE,465000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,800.0,837.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10675314,Kraainem,HOUSE,HOUSE,595000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,,140.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/10676873,Etterbeek,HOUSE,HOUSE,935000.0,FOR_SALE,5.0,,Yes,No,No,Yes,28.0,Yes,,1362.0,4.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/10666853,Oupeye,HOUSE,HOUSE,319000.0,FOR_SALE,3.0,,Yes,No,No,Yes,34.0,Yes,82.0,197.0,2.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10667297,Gent,HOUSE,HOUSE,319000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,8.0,55.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/10667819,Braine-le-chateau,HOUSE,HOUSE,320000.0,FOR_SALE,3.0,,Yes,No,No,Yes,20.0,Yes,250.0,405.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/10666111,Waterloo,HOUSE,VILLA,498000.0,FOR_SALE,5.0,,Yes,No,No,Yes,,Yes,700.0,1132.0,4.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/10666139,Rixensart,HOUSE,VILLA,995000.0,FOR_SALE,6.0,,Yes,No,No,,,,,14631.0,4.0,No,TO_RESTORE,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10673206,Mechelen,HOUSE,HOUSE,513000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,Yes,600.0,699.0,3.0,No,AS_NEW,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/10665484,Ronse,HOUSE,HOUSE,240000.0,FOR_SALE,3.0,,Yes,No,No,,,,,58.0,2.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10664236,Uccle,HOUSE,HOUSE,550000.0,FOR_SALE,5.0,,Yes,No,No,,,,,110.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/mansion/for-sale/ninove/9400/10663833,Gent,HOUSE,MANSION,615000.0,FOR_SALE,5.0,,Yes,No,No,Yes,,Yes,1100.0,1260.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/linkebeek/1630/10672578,Dworp,HOUSE,HOUSE,495000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,,303.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/town-house/for-sale/vilvoorde/1800/10676543,Zaventem,HOUSE,TOWN_HOUSE,339000.0,FOR_SALE,2.0,,Yes,No,No,Yes,44.0,Yes,72.0,165.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/zaventem/1930/10676544,Zaventem,HOUSE,HOUSE,345000.0,FOR_SALE,3.0,,Yes,No,No,Yes,24.0,Yes,125.0,238.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/lede/9340/10660142,Lede,HOUSE,HOUSE,219000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,Yes,450.0,564.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10660214,Gent,HOUSE,HOUSE,272000.0,FOR_SALE,3.0,,Yes,No,No,,,,,55.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/russeignies/7750/10660333,Ronse ,HOUSE,HOUSE,275000.0,FOR_SALE,5.0,,Yes,No,No,Yes,80.0,Yes,210.0,818.0,4.0,No,GOOD,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/dendermonde/9200/10659705,Hamme,HOUSE,MIXED_USE_BUILDING,599000.0,FOR_SALE,4.0,,Yes,No,No,,,Yes,,571.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/10659704,Hamme,HOUSE,HOUSE,599000.0,FOR_SALE,4.0,,Yes,No,No,,,Yes,,571.0,3.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/10493036,Knokke,HOUSE,HOUSE,1250000.0,FOR_SALE,5.0,,Yes,No,No,Yes,,,,145.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/asse%20zellik/1731/10671473,Dilbeek,HOUSE,HOUSE,485000.0,FOR_SALE,6.0,,Yes,No,No,Yes,,Yes,701.0,701.0,2.0,No,TO_BE_DONE_UP,
https://www.immoweb.be/en/classified/house/for-sale/drogenbos/1620/10671527,Dworp,HOUSE,HOUSE,495000.0,FOR_SALE,3.0,,Yes,No,No,Yes,,,,303.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/10672355,Auderghem,HOUSE,HOUSE,549000.0,FOR_SALE,5.0,,Yes,No,No,Yes,18.0,,,94.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10671672,Woluwe-St-Pierre,HOUSE,HOUSE,795000.0,FOR_SALE,4.0,,Yes,No,No,Yes,,Yes,300.0,392.0,3.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10673633,Ixelles,HOUSE,HOUSE,1295000.0,FOR_SALE,6.0,,Yes,No,No,Yes,15.0,Yes,,380.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/huy/4500/10658676,Huy,HOUSE,HOUSE,189000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,2300.0,2450.0,2.0,No,JUST_RENOVATED,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/10658683,Seraing,HOUSE,HOUSE,199000.0,FOR_SALE,4.0,,Yes,No,No,Yes,108.0,Yes,28.0,229.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/leuven/3010/10658498,,HOUSE,HOUSE,379000.0,FOR_SALE,3.0,,Yes,No,No,,,Yes,73.0,131.0,2.0,No,GOOD,
https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/10657873,Rixensart,HOUSE,HOUSE,399000.0,FOR_SALE,3.0,,Yes,No,No,Yes,15.0,Yes,333.0,428.0,3.0,No,TO_RENOVATE,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/dendermonde/9200/10659537,Dendermonde,HOUSE,MIXED_USE_BUILDING,599000.0,FOR_SALE,4.0,,Yes,No,No,,,Yes,,571.0,3.0,No,TO_BE_DONE_UP,
